EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4183.717773,4233.077148,4208.846191,4168.974121,4140.128418,4110.512695,4141.025879,4205,4091.281982,4054.358887,4166.538574,4313.974121,4228.846191,4232.436035
4185.128418,4234.102539,4214.230957,4171.538574,4143.846191,4110.641113,4139.358887,4208.717773,4095.769287,4057.94873,4171.025879,4321.153809,4234.102539,4233.461426
4177.563965,4233.846191,4208.974121,4169.487305,4146.025879,4106.922852,4134.615234,4202.94873,4094.743652,4049.487061,4174.358887,4314.615234,4234.230957,4229.871582
4175,4234.358887,4209.743652,4167.307617,4144.743652,4107.563965,4137.179688,4202.820313,4093.461426,4046.666748,4172.563965,4316.922852,4233.077148,4238.974121
4182.692383,4235.256348,4220.128418,4167.307617,4139.743652,4105.769043,4135,4203.974121,4093.076904,4046.025635,4171.794922,4325.128418,4234.743652,4244.487305
4187.436035,4234.615234,4220.641113,4170.897461,4140.128418,4100.512695,4129.358887,4201.922852,4093.076904,4045.256348,4172.563965,4320.256348,4236.153809,4237.94873
4182.179688,4237.820313,4213.333496,4168.077148,4147.563965,4102.436035,4132.820313,4202.94873,4093.974365,4050.256348,4169.743652,4313.846191,4236.922852,4237.563965
4172.436035,4236.794922,4208.077148,4157.94873,4146.666504,4108.717773,4136.025879,4199.871582,4088.205078,4046.923096,4165.641113,4311.025879,4234.102539,4234.230957
4168.205078,4230.128418,4200.512695,4153.846191,4140.769043,4108.205078,4134.102539,4197.563965,4087.307617,4041.025635,4165.256348,4304.871582,4231.282227,4223.205078
4165.897461,4231.538574,4197.692383,4155,4147.94873,4107.05127,4138.077148,4207.692383,4100.512695,4046.153809,4168.717773,4306.153809,4232.05127,4222.820313
4160.512695,4233.846191,4205.897461,4152.307617,4152.307617,4110,4143.205078,4213.205078,4108.205078,4053.461426,4172.563965,4315.641113,4234.615234,4230.897461
4155.769043,4229.358887,4208.846191,4149.615234,4142.307617,4103.333496,4134.743652,4204.230957,4105.128418,4058.846191,4173.077148,4314.487305,4238.717773,4229.487305
4158.333496,4229.743652,4203.589844,4151.410156,4135.769043,4090.641113,4122.820313,4199.230957,4105,4062.692383,4169.230957,4305.512695,4243.461426,4224.743652
4163.846191,4234.487305,4205.769043,4153.974121,4138.461426,4091.923096,4126.153809,4200.128418,4106.153809,4060.512939,4174.743652,4306.025879,4245.512695,4230.512695
4168.333496,4234.615234,4217.436035,4156.153809,4145.384766,4099.487305,4135.384766,4202.692383,4105.256348,4062.05127,4187.692383,4317.179688,4247.436035,4239.871582
4172.820313,4234.871582,4223.846191,4157.692383,4149.743652,4099.615234,4136.410156,4210.512695,4106.282227,4067.820557,4188.461426,4327.94873,4250.897461,4243.717773
4171.025879,4232.820313,4219.230957,4154.358887,4143.846191,4101.025879,4137.436035,4217.05127,4106.538574,4064.230713,4187.820313,4325.512695,4251.410156,4239.615234
4168.974121,4231.666504,4212.563965,4152.820313,4142.563965,4106.794922,4142.563965,4216.922852,4107.436035,4062.435791,4194.615234,4317.94873,4257.820313,4237.436035
4170.256348,4235.512695,4213.589844,4156.922852,4152.563965,4107.05127,4140.897461,4211.922852,4110.128418,4067.692383,4191.666504,4316.153809,4265.384766,4236.025879
4170.641113,4235.256348,4218.846191,4158.717773,4153.333496,4104.871582,4137.820313,4202.179688,4106.410156,4065.512939,4190,4315.512695,4257.307617,4233.333496
4172.307617,4232.179688,4219.871582,4154.487305,4149.358887,4105.512695,4141.410156,4198.974121,4103.717773,4056.794922,4200.897461,4316.410156,4247.05127,4236.794922
4169.615234,4233.589844,4215.769043,4152.563965,4150.769043,4105.769043,4141.410156,4202.563965,4106.282227,4053.718018,4199.871582,4314.743652,4250.128418,4232.436035
4160.384766,4228.974121,4208.974121,4153.846191,4144.743652,4104.230957,4133.846191,4194.358887,4100.512695,4047.820557,4180.128418,4304.102539,4248.077148,4218.846191
4155.641113,4218.333496,4205.256348,4147.692383,4140.641113,4103.333496,4131.153809,4182.179688,4088.846191,4037.435791,4167.436035,4297.05127,4235.128418,4213.974121
4156.410156,4215.897461,4206.410156,4140.256348,4147.820313,4105.128418,4135.512695,4180.897461,4091.153809,4035.897461,4172.94873,4301.153809,4231.794922,4214.358887
4153.846191,4218.333496,4207.179688,4143.717773,4151.538574,4106.538574,4138.846191,4185,4101.410156,4040.256348,4181.794922,4303.333496,4234.230957,4212.436035
4157.307617,4221.538574,4207.436035,4150.512695,4151.025879,4107.179688,4139.615234,4193.846191,4106.153809,4044.230713,4184.615234,4304.615234,4235.256348,4215.512695
4167.179688,4229.871582,4215,4152.179688,4156.794922,4108.077148,4139.102539,4202.820313,4108.205078,4050.897461,4185.641113,4316.025879,4239.230957,4227.179688
4173.333496,4235.769043,4227.563965,4153.333496,4157.563965,4104.871582,4138.974121,4202.820313,4108.974121,4059.230713,4192.179688,4325.128418,4249.743652,4233.846191
4178.589844,4234.487305,4231.025879,4156.666504,4154.230957,4106.794922,4145.384766,4199.615234,4112.820313,4061.794922,4197.307617,4320.769043,4259.615234,4232.563965
4180.769043,4233.461426,4227.563965,4159.743652,4162.94873,4117.692383,4156.282227,4201.538574,4118.589844,4061.153809,4200.128418,4315.512695,4257.307617,4231.282227
4173.205078,4232.820313,4226.794922,4158.205078,4168.205078,4123.846191,4157.436035,4202.563965,4115.512695,4060,4199.743652,4314.487305,4248.333496,4227.307617
4166.410156,4232.307617,4224.230957,4154.102539,4157.179688,4120.384766,4148.846191,4200.128418,4108.589844,4056.538574,4190.897461,4307.307617,4242.692383,4216.666504
4173.333496,4233.717773,4225.384766,4154.230957,4153.717773,4118.717773,4147.05127,4200.512695,4108.461426,4056.153809,4189.743652,4304.871582,4247.692383,4217.563965
4178.717773,4233.974121,4229.615234,4154.102539,4163.717773,4120.641113,4152.692383,4202.05127,4113.717773,4058.846191,4200.256348,4309.615234,4254.871582,4227.94873
4173.846191,4238.717773,4224.871582,4156.922852,4167.563965,4120.641113,4152.179688,4199.871582,4117.563965,4060.769287,4203.205078,4307.179688,4254.743652,4223.461426
4176.153809,4248.205078,4223.077148,4164.871582,4166.794922,4122.436035,4150,4201.794922,4122.94873,4066.153809,4202.179688,4307.563965,4259.615234,4221.794922
4182.05127,4246.538574,4226.794922,4162.05127,4166.922852,4119.487305,4147.436035,4202.820313,4125.384766,4070.384521,4210.512695,4308.717773,4266.025879,4228.461426
4181.538574,4240.897461,4222.820313,4158.205078,4166.794922,4115.641113,4139.358887,4191.153809,4119.871582,4065.384521,4215.769043,4300.769043,4263.077148,4225.641113
4182.692383,4249.871582,4223.846191,4170.769043,4169.615234,4121.666504,4140.897461,4183.589844,4113.846191,4058.974365,4215.128418,4301.922852,4263.717773,4226.025879
4188.717773,4256.666504,4231.153809,4176.922852,4169.102539,4126.153809,4151.538574,4185.897461,4109.615234,4059.102539,4216.794922,4309.871582,4270.512695,4235
4187.692383,4250.897461,4230.128418,4171.538574,4174.615234,4127.820313,4156.410156,4188.717773,4111.666504,4061.281982,4216.282227,4306.282227,4267.692383,4236.282227
4185.769043,4248.974121,4227.692383,4172.820313,4183.205078,4135.128418,4156.153809,4193.974121,4115,4061.923096,4216.410156,4301.922852,4262.820313,4230.512695
4185.256348,4250.384766,4226.282227,4170.128418,4178.077148,4139.615234,4152.692383,4192.307617,4114.487305,4059.102539,4218.077148,4301.282227,4263.974121,4225.897461
4182.179688,4246.538574,4225.897461,4169.743652,4172.563965,4134.487305,4147.692383,4184.615234,4114.358887,4058.846191,4215.512695,4298.461426,4261.538574,4223.717773
4193.077148,4246.025879,4235.769043,4182.692383,4184.230957,4134.871582,4151.666504,4190.512695,4117.820313,4070.897461,4213.333496,4307.692383,4264.615234,4231.538574
4201.794922,4253.461426,4243.461426,4190.128418,4196.153809,4140.128418,4156.538574,4202.94873,4129.487305,4089.230713,4220.256348,4319.871582,4276.153809,4238.589844
4189.358887,4249.102539,4238.205078,4183.974121,4191.282227,4137.563965,4151.666504,4203.205078,4136.922852,4095.384521,4219.743652,4310.769043,4275.769043,4233.205078
4179.743652,4235.384766,4233.205078,4179.743652,4184.230957,4136.153809,4152.436035,4195,4130,4090,4206.025879,4298.333496,4270.769043,4230.641113
4188.589844,4235.641113,4236.153809,4187.436035,4184.871582,4139.871582,4154.743652,4190.897461,4122.179688,4093.589844,4204.230957,4304.358887,4272.05127,4238.461426
4203.846191,4247.94873,4249.230957,4197.179688,4188.333496,4139.487305,4153.077148,4196.025879,4128.461426,4105,4221.538574,4321.538574,4277.563965,4255.256348
4217.94873,4253.333496,4266.666504,4205.256348,4187.179688,4138.205078,4160.384766,4205,4140.384766,4109.102539,4242.05127,4340.256348,4290.256348,4277.05127
4225.384766,4250.256348,4267.436035,4211.410156,4184.743652,4145,4167.820313,4203.974121,4136.025879,4106.025879,4247.179688,4346.153809,4299.743652,4284.871582
4213.333496,4248.589844,4251.538574,4209.615234,4190.769043,4152.179688,4166.794922,4199.230957,4124.102539,4103.846191,4237.179688,4334.487305,4295.512695,4274.230957
4200.384766,4248.846191,4240.256348,4203.077148,4197.05127,4151.538574,4166.922852,4198.974121,4124.230957,4104.743652,4228.077148,4324.230957,4286.922852,4262.94873
4205.769043,4249.615234,4245.384766,4207.05127,4200,4152.692383,4170.769043,4200.769043,4134.230957,4109.102539,4228.717773,4327.563965,4286.025879,4264.487305
4214.102539,4249.871582,4251.538574,4216.025879,4199.871582,4156.025879,4172.436035,4210.128418,4142.307617,4117.820313,4236.538574,4335.256348,4291.025879,4272.436035
4212.307617,4249.743652,4248.077148,4217.179688,4199.871582,4153.333496,4174.487305,4219.487305,4149.615234,4125.256348,4240.641113,4338.846191,4295.897461,4276.922852
4207.05127,4244.487305,4243.205078,4213.077148,4199.615234,4151.666504,4172.820313,4218.205078,4156.538574,4128.974121,4236.153809,4333.077148,4293.717773,4272.05127
4203.077148,4235.384766,4240.897461,4205.384766,4197.563965,4153.846191,4167.692383,4213.846191,4153.205078,4130.512695,4234.102539,4323.333496,4287.307617,4263.205078
4198.461426,4238.077148,4239.230957,4203.589844,4200,4154.615234,4170,4217.436035,4152.563965,4138.846191,4242.692383,4320.384766,4293.077148,4263.461426
4201.922852,4247.436035,4245,4213.974121,4202.820313,4160.641113,4177.94873,4222.179688,4163.461426,4151.025879,4248.333496,4323.333496,4303.589844,4270
4213.077148,4248.717773,4254.487305,4214.230957,4202.307617,4169.102539,4182.307617,4219.487305,4169.230957,4155.641113,4254.358887,4331.153809,4308.333496,4275.512695
4216.794922,4247.179688,4255.769043,4204.487305,4207.820313,4170.256348,4183.974121,4221.538574,4168.077148,4159.615234,4270.897461,4342.692383,4309.102539,4281.794922
4216.282227,4249.871582,4252.436035,4204.743652,4217.307617,4170.897461,4190.769043,4231.025879,4169.871582,4168.974121,4276.922852,4342.820313,4311.794922,4283.846191
4213.717773,4249.743652,4247.179688,4205.897461,4217.692383,4172.179688,4193.846191,4232.307617,4172.692383,4171.794922,4272.05127,4330,4319.487305,4279.358887
4208.974121,4248.461426,4243.589844,4202.307617,4215.256348,4170.512695,4193.461426,4231.410156,4170.256348,4166.025879,4271.922852,4324.230957,4322.94873,4279.230957
4202.436035,4247.179688,4243.717773,4202.05127,4215,4176.538574,4201.922852,4240.769043,4175.128418,4167.05127,4271.282227,4324.487305,4316.666504,4280.256348
4188.974121,4234.487305,4230.897461,4192.05127,4209.230957,4186.538574,4209.230957,4242.94873,4186.410156,4166.922852,4263.077148,4316.153809,4306.666504,4267.179688
4171.794922,4218.974121,4209.487305,4171.153809,4202.307617,4185.641113,4203.205078,4231.410156,4180.512695,4158.589844,4250.897461,4304.871582,4298.461426,4250.384766
4164.230957,4213.077148,4203.333496,4160.256348,4201.282227,4182.436035,4195.897461,4226.794922,4167.692383,4151.666504,4243.333496,4300.641113,4290.256348,4247.94873
4171.153809,4213.974121,4212.307617,4168.077148,4206.922852,4183.589844,4200.512695,4230.641113,4174.358887,4152.563965,4250.512695,4306.794922,4290,4256.410156
4187.94873,4222.94873,4228.589844,4187.179688,4216.153809,4186.153809,4204.743652,4231.538574,4186.794922,4162.436035,4263.974121,4319.743652,4301.153809,4269.230957
4203.717773,4235.769043,4243.589844,4203.077148,4221.922852,4189.615234,4204.487305,4232.436035,4186.025879,4166.922852,4264.615234,4326.538574,4311.666504,4280.769043
4204.487305,4236.410156,4240.512695,4202.692383,4219.615234,4189.871582,4202.436035,4234.230957,4183.461426,4163.974121,4261.153809,4320.897461,4310.641113,4281.153809
4198.589844,4232.820313,4236.025879,4202.05127,4218.974121,4184.230957,4198.974121,4228.846191,4185.128418,4163.205078,4269.487305,4318.461426,4304.743652,4278.717773
4203.205078,4239.871582,4249.358887,4213.974121,4227.436035,4185.897461,4202.179688,4233.077148,4193.717773,4169.230957,4284.743652,4332.05127,4311.666504,4288.205078
4210,4245.897461,4257.05127,4219.230957,4232.436035,4196.025879,4211.538574,4244.230957,4201.922852,4179.358887,4293.974121,4339.871582,4321.794922,4298.589844
4213.333496,4245.512695,4252.563965,4219.743652,4233.461426,4200.897461,4217.820313,4240.512695,4195.256348,4184.102539,4297.05127,4331.794922,4320.769043,4296.025879
4217.307617,4250.512695,4257.179688,4227.94873,4239.102539,4201.153809,4218.717773,4230.769043,4183.077148,4179.487305,4301.794922,4332.307617,4321.025879,4295.256348
4220.512695,4257.563965,4264.358887,4233.077148,4246.538574,4201.666504,4220.128418,4235.128418,4187.692383,4180.384766,4312.179688,4340.256348,4328.846191,4305.641113
4218.461426,4255.512695,4259.871582,4228.461426,4247.94873,4202.563965,4221.410156,4241.922852,4198.846191,4182.563965,4311.410156,4329.615234,4326.538574,4305.128418
4217.05127,4251.153809,4256.922852,4228.589844,4248.461426,4207.05127,4224.615234,4244.615234,4199.743652,4174.102539,4300.769043,4317.05127,4317.05127,4294.487305
4220.512695,4251.025879,4262.692383,4232.179688,4251.025879,4213.461426,4225.897461,4247.05127,4199.871582,4174.487305,4303.974121,4326.282227,4315.769043,4297.179688
4215.512695,4248.589844,4258.077148,4224.871582,4247.692383,4213.846191,4222.179688,4239.743652,4201.282227,4181.922852,4305.641113,4328.333496,4314.743652,4297.692383
4209.230957,4246.410156,4243.717773,4213.974121,4248.333496,4213.077148,4223.846191,4232.94873,4199.615234,4179.615234,4294.487305,4315.256348,4313.461426,4287.563965
4215.256348,4246.025879,4246.666504,4216.410156,4256.794922,4216.282227,4227.820313,4245,4201.025879,4183.205078,4303.205078,4318.333496,4319.102539,4292.436035
4215.769043,4241.794922,4251.538574,4217.94873,4262.820313,4218.846191,4226.794922,4252.05127,4205.128418,4188.333496,4318.205078,4323.974121,4319.871582,4299.871582
4198.333496,4229.743652,4233.589844,4205.256348,4262.692383,4225.384766,4227.179688,4237.179688,4201.666504,4174.102539,4301.282227,4308.846191,4305.769043,4281.794922
4182.820313,4218.077148,4217.436035,4195.512695,4261.410156,4232.179688,4234.230957,4227.563965,4194.871582,4159.743652,4285.128418,4295,4293.461426,4265.256348
4186.025879,4220.384766,4221.153809,4197.820313,4269.358887,4235.897461,4240.897461,4240.128418,4199.102539,4165.641113,4291.922852,4297.692383,4292.820313,4270.897461
4193.846191,4230,4228.205078,4205.384766,4285.769043,4243.333496,4244.230957,4250.769043,4209.871582,4179.615234,4294.743652,4304.230957,4293.077148,4277.05127
4198.077148,4232.820313,4232.820313,4216.410156,4294.743652,4247.820313,4247.05127,4248.974121,4218.333496,4193.846191,4301.922852,4312.436035,4292.94873,4281.153809
4206.666504,4236.538574,4248.846191,4231.538574,4297.692383,4247.179688,4245.384766,4252.94873,4227.05127,4209.358887,4329.615234,4330.384766,4306.410156,4298.974121
4220,4246.025879,4267.692383,4241.282227,4307.05127,4244.743652,4242.94873,4264.102539,4235.256348,4218.974121,4358.461426,4350.128418,4329.487305,4320.512695
4226.025879,4246.666504,4270.897461,4239.615234,4308.461426,4238.333496,4237.94873,4265.128418,4234.743652,4221.282227,4367.179688,4353.846191,4337.05127,4327.05127
4226.025879,4241.538574,4263.589844,4237.436035,4299.230957,4230.641113,4233.077148,4261.794922,4232.179688,4227.94873,4367.436035,4346.410156,4334.487305,4322.05127
4235.256348,4245.641113,4266.922852,4243.846191,4302.436035,4233.077148,4236.538574,4259.230957,4234.871582,4235.641113,4375.256348,4347.436035,4343.077148,4324.358887
4246.153809,4251.410156,4279.615234,4249.615234,4311.538574,4240.128418,4244.615234,4256.794922,4235.256348,4233.333496,4385.897461,4359.615234,4354.358887,4338.589844
4248.846191,4254.230957,4285.769043,4248.333496,4309.487305,4243.461426,4247.436035,4259.358887,4235.641113,4230.769043,4393.717773,4368.205078,4358.717773,4350.769043
4253.589844,4257.94873,4290,4252.94873,4311.410156,4244.615234,4246.794922,4263.589844,4244.230957,4237.179688,4403.205078,4368.589844,4363.205078,4353.077148
4262.692383,4264.743652,4295.897461,4264.230957,4321.922852,4249.358887,4254.230957,4262.05127,4250.384766,4238.717773,4406.025879,4364.871582,4367.05127,4352.692383
4262.307617,4275,4291.794922,4267.820313,4322.692383,4258.461426,4263.333496,4263.846191,4245.897461,4234.230957,4396.794922,4361.922852,4363.333496,4352.563965
4255,4276.025879,4284.743652,4262.820313,4316.794922,4262.307617,4261.922852,4272.307617,4247.692383,4239.230957,4401.794922,4363.717773,4363.717773,4355
4258.205078,4267.94873,4291.410156,4265,4317.820313,4258.974121,4257.94873,4278.846191,4260,4250.384766,4417.692383,4371.025879,4369.743652,4359.871582
4264.615234,4272.563965,4301.410156,4276.922852,4326.410156,4261.794922,4264.358887,4288.974121,4267.436035,4254.102539,4416.538574,4379.615234,4370,4363.461426
4263.077148,4279.230957,4300.897461,4280.769043,4333.589844,4272.307617,4274.487305,4297.94873,4269.230957,4249.871582,4414.358887,4379.230957,4366.025879,4363.589844
4261.282227,4269.487305,4297.820313,4275,4335.384766,4278.589844,4273.974121,4291.410156,4271.025879,4250.512695,4424.871582,4373.846191,4365.769043,4363.589844
4262.820313,4266.410156,4300.512695,4275.384766,4338.205078,4279.743652,4271.666504,4281.282227,4268.846191,4258.717773,4431.282227,4378.974121,4371.794922,4368.461426
4266.538574,4274.358887,4308.077148,4282.179688,4346.282227,4283.333496,4275.256348,4282.307617,4264.358887,4264.230957,4433.589844,4389.487305,4376.538574,4377.692383
4269.230957,4269.230957,4315.512695,4281.538574,4351.538574,4282.94873,4276.794922,4284.615234,4270.256348,4266.282227,4443.077148,4390.256348,4374.358887,4384.615234
4267.307617,4266.538574,4315.641113,4279.615234,4351.153809,4280.384766,4270.769043,4280.512695,4279.743652,4272.307617,4445.769043,4385.256348,4376.666504,4384.358887
4266.538574,4279.615234,4312.94873,4286.666504,4354.230957,4287.307617,4266.153809,4278.205078,4280.128418,4274.615234,4438.077148,4383.717773,4382.94873,4381.666504
4267.563965,4281.666504,4312.307617,4292.05127,4359.743652,4296.410156,4269.743652,4277.436035,4273.589844,4266.538574,4438.333496,4382.05127,4377.563965,4380.641113
4263.333496,4273.077148,4305.641113,4285.641113,4359.871582,4295,4272.692383,4274.871582,4269.102539,4263.589844,4446.153809,4377.94873,4371.666504,4377.94873
4247.436035,4267.307617,4290.128418,4277.307617,4357.820313,4292.436035,4268.205078,4271.025879,4270.384766,4265.769043,4445.641113,4369.615234,4377.307617,4370.641113
4231.922852,4261.153809,4276.282227,4276.153809,4358.589844,4292.820313,4261.538574,4265.128418,4266.153809,4257.436035,4430.256348,4348.461426,4368.589844,4354.230957
4234.487305,4265.769043,4276.282227,4283.974121,4368.461426,4296.666504,4265.384766,4261.922852,4261.282227,4251.794922,4418.974121,4336.282227,4356.025879,4346.922852
4248.205078,4279.743652,4283.846191,4298.205078,4378.589844,4302.307617,4273.205078,4265.897461,4267.307617,4263.589844,4434.743652,4348.717773,4368.333496,4357.179688
4255,4287.307617,4283.077148,4306.153809,4377.05127,4300,4272.179688,4265.897461,4273.717773,4275.384766,4455.897461,4356.666504,4384.102539,4365.769043
4260.512695,4292.563965,4280.128418,4309.487305,4375.769043,4295.256348,4268.077148,4263.205078,4273.461426,4274.615234,4463.077148,4351.282227,4387.179688,4367.94873
4272.692383,4298.333496,4291.282227,4317.820313,4381.922852,4301.153809,4274.615234,4271.538574,4277.94873,4276.538574,4470.641113,4356.794922,4393.333496,4378.077148
4273.461426,4295.897461,4304.358887,4319.615234,4382.563965,4308.077148,4282.563965,4279.871582,4284.487305,4290,4473.461426,4366.666504,4400.128418,4386.025879
4267.563965,4291.153809,4299.358887,4311.538574,4381.025879,4308.974121,4279.615234,4277.563965,4281.922852,4295.256348,4466.025879,4361.538574,4395.641113,4381.410156
4274.615234,4293.717773,4292.563965,4311.410156,4385.256348,4313.461426,4278.333496,4277.436035,4284.487305,4292.05127,4468.974121,4361.282227,4393.333496,4385.128418
4280.769043,4294.743652,4294.358887,4314.487305,4383.717773,4315.256348,4283.461426,4281.922852,4293.717773,4292.179688,4480.769043,4366.538574,4398.589844,4395.256348
4275.256348,4291.538574,4291.666504,4307.692383,4378.589844,4311.153809,4284.743652,4278.717773,4288.974121,4288.589844,4477.94873,4355.256348,4397.563965,4391.794922
4274.615234,4287.05127,4289.871582,4303.333496,4380.769043,4313.461426,4283.333496,4274.871582,4280.769043,4282.05127,4467.436035,4347.307617,4391.025879,4385.641113
4282.307617,4280.641113,4298.461426,4304.871582,4380.128418,4319.358887,4286.538574,4280.769043,4288.205078,4283.974121,4468.077148,4359.743652,4388.077148,4389.743652
4280.128418,4277.179688,4304.487305,4301.666504,4375.769043,4320.641113,4292.307617,4290,4298.333496,4291.410156,4475.641113,4373.717773,4388.333496,4395.641113
4278.077148,4279.743652,4304.871582,4303.333496,4380.128418,4325.384766,4298.333496,4296.153809,4297.94873,4294.871582,4482.94873,4379.102539,4386.794922,4397.563965
4290.384766,4282.692383,4311.153809,4316.282227,4392.820313,4335,4304.615234,4297.692383,4297.820313,4292.820313,4481.282227,4381.538574,4388.333496,4399.871582
4293.846191,4280,4314.743652,4321.922852,4397.05127,4335.641113,4303.205078,4294.615234,4297.94873,4290.512695,4474.358887,4375,4385.384766,4396.922852
4282.692383,4278.846191,4311.410156,4319.230957,4394.358887,4332.179688,4297.563965,4294.487305,4297.307617,4293.461426,4474.358887,4371.410156,4378.846191,4395.128418
4285.897461,4281.538574,4312.05127,4326.410156,4401.794922,4333.846191,4293.974121,4294.615234,4300.384766,4298.333496,4477.820313,4374.743652,4383.974121,4398.717773
4295.256348,4283.205078,4313.846191,4335,4410.641113,4334.615234,4290.384766,4284.102539,4298.717773,4293.589844,4478.205078,4366.025879,4391.410156,4395.384766
4292.94873,4288.717773,4318.205078,4341.025879,4413.846191,4335.769043,4288.974121,4277.436035,4294.487305,4293.333496,4483.077148,4361.538574,4393.205078,4395.128418
4299.487305,4299.102539,4328.077148,4353.974121,4421.410156,4340.641113,4293.205078,4276.538574,4294.743652,4305.512695,4493.846191,4373.461426,4396.282227,4408.717773
4314.487305,4301.410156,4333.846191,4361.666504,4425.641113,4342.692383,4295.512695,4271.282227,4294.230957,4309.487305,4488.205078,4376.025879,4397.94873,4415.128418
4313.974121,4297.179688,4331.922852,4357.179688,4416.922852,4340.384766,4296.282227,4270.512695,4294.871582,4307.820313,4477.692383,4367.692383,4401.410156,4413.205078
4308.333496,4295.384766,4331.410156,4354.487305,4409.102539,4340.641113,4302.307617,4278.846191,4301.794922,4315,4486.153809,4370.384766,4406.538574,4422.820313
4314.358887,4295.256348,4334.743652,4355.641113,4406.538574,4343.717773,4306.666504,4288.333496,4307.05127,4319.487305,4496.282227,4380.641113,4407.563965,4433.077148
4323.205078,4293.333496,4337.307617,4356.153809,4400.384766,4346.282227,4307.563965,4296.538574,4309.102539,4315.128418,4492.692383,4387.94873,4407.563965,4433.974121
4322.820313,4290.256348,4335.897461,4358.461426,4398.077148,4350.769043,4311.410156,4300.512695,4313.589844,4317.307617,4489.871582,4390.769043,4409.230957,4434.230957
4312.179688,4289.487305,4325.769043,4357.563965,4399.358887,4356.538574,4313.333496,4295.641113,4314.615234,4322.692383,4490.256348,4383.205078,4406.282227,4430.897461
4306.538574,4289.102539,4315,4354.102539,4397.436035,4358.077148,4311.922852,4294.487305,4314.487305,4322.05127,4489.487305,4377.692383,4402.692383,4426.410156
4312.563965,4287.436035,4318.077148,4358.205078,4397.307617,4357.436035,4315,4300,4322.05127,4328.974121,4492.94873,4383.974121,4401.282227,4433.717773
4310.384766,4287.179688,4322.820313,4363.846191,4395.769043,4355.384766,4316.153809,4295.897461,4326.410156,4337.179688,4493.589844,4384.102539,4396.922852,4437.436035
4298.589844,4285.641113,4312.820313,4361.282227,4393.461426,4351.922852,4312.179688,4287.820313,4318.846191,4331.794922,4488.846191,4373.589844,4396.410156,4424.743652
4292.05127,4279.871582,4300.384766,4355.512695,4395.512695,4350.897461,4312.179688,4284.743652,4311.282227,4326.025879,4485.897461,4367.307617,4398.077148,4416.538574
4292.94873,4274.743652,4303.974121,4354.230957,4396.153809,4350.256348,4312.179688,4283.205078,4312.436035,4330,4486.410156,4371.538574,4391.410156,4421.666504
4302.820313,4279.487305,4317.179688,4358.205078,4394.230957,4347.05127,4306.794922,4280.641113,4316.410156,4339.230957,4493.333496,4382.179688,4390.128418,4433.077148
4319.102539,4288.974121,4330.384766,4364.871582,4400.897461,4351.794922,4309.230957,4287.179688,4321.666504,4347.179688,4503.589844,4394.102539,4405.641113,4447.692383
4332.436035,4294.358887,4343.461426,4369.871582,4411.410156,4363.333496,4322.692383,4295.769043,4325.641113,4350.256348,4514.230957,4406.025879,4415.769043,4463.589844
4340.384766,4295.641113,4352.307617,4370.769043,4412.94873,4367.436035,4330.512695,4296.538574,4325.512695,4350.897461,4520.769043,4414.743652,4410.384766,4470.256348
4346.410156,4295.512695,4359.871582,4372.307617,4411.922852,4370.256348,4330.256348,4305,4330.128418,4361.282227,4526.025879,4421.282227,4417.179688,4474.743652
4348.333496,4296.666504,4363.974121,4372.179688,4413.589844,4376.282227,4331.794922,4312.436035,4335.641113,4370.128418,4529.487305,4427.05127,4432.179688,4488.077148
4345.769043,4294.743652,4357.436035,4369.358887,4413.717773,4374.615234,4331.538574,4304.102539,4335.641113,4361.922852,4525,4423.589844,4424.230957,4490.769043
4340.384766,4288.077148,4347.179688,4366.153809,4409.615234,4368.846191,4325.769043,4300.897461,4337.820313,4355,4517.94873,4409.871582,4409.743652,4475
4332.563965,4281.282227,4340.769043,4361.410156,4404.487305,4366.922852,4322.179688,4308.461426,4344.615234,4359.102539,4520.128418,4401.794922,4412.307617,4463.589844
4322.179688,4279.487305,4331.153809,4355.897461,4403.205078,4365.256348,4322.05127,4312.820313,4343.846191,4361.025879,4528.717773,4399.743652,4415.897461,4463.333496
4313.461426,4281.282227,4319.871582,4354.871582,4406.025879,4363.717773,4321.794922,4307.563965,4333.589844,4354.358887,4520.128418,4388.717773,4409.230957,4455.769043
4311.025879,4282.05127,4316.282227,4359.230957,4408.461426,4365.256348,4322.307617,4297.436035,4328.333496,4347.563965,4504.743652,4377.05127,4403.077148,4443.846191
4311.922852,4286.282227,4315.128418,4364.358887,4415.128418,4365.512695,4322.179688,4290.512695,4330.512695,4348.589844,4508.974121,4376.410156,4403.333496,4440.128418
4314.358887,4297.05127,4319.615234,4372.94873,4425.128418,4365,4323.846191,4297.94873,4338.589844,4356.922852,4522.307617,4382.563965,4409.230957,4443.461426
4320.384766,4303.205078,4327.692383,4380.897461,4431.410156,4370.256348,4330.128418,4304.487305,4341.666504,4361.410156,4525,4388.589844,4415,4450.769043
4326.153809,4300.769043,4330.384766,4382.692383,4437.563965,4374.615234,4330.128418,4298.077148,4336.666504,4357.05127,4521.922852,4391.153809,4414.230957,4454.743652
